"";"sofifa_id";"short_name";"age";"height_cm";"weight_kg";"overall";"value_eur";"wage_eur";"pace";"shooting";"passing";"dribbling";"defending";"physic";"attacking_crossing";"attacking_finishing";"attacking_heading_accuracy";"attacking_short_passing";"attacking_volleys";"skill_dribbling";"skill_curve";"skill_fk_accuracy";"skill_long_passing";"skill_ball_control";"movement_acceleration";"movement_sprint_speed";"movement_agility";"movement_reactions";"movement_balance";"power_shot_power";"power_jumping";"power_stamina";"power_strength";"power_long_shots";"mentality_aggression";"mentality_interceptions";"mentality_positioning";"mentality_vision";"mentality_penalties";"mentality_composure";"defending_standing_tackle";"defending_sliding_tackle";"right_foot";"Role"
"4001";"#211315";"Israel Puerto";27;187;75;67;800000;3000;61;27;50;50;65;70;41;16;70;66;23;40;27;38;60;62;52;68;54;60;53;49;75;63;76;25;63;68;22;32;51;50;65;68;1;"arriere_central"
"4002";"#212481";"R. Klingenburg";26;190;83;67;900000;2000;48;63;62;70;59;77;54;63;68;67;63;71;43;40;65;72;52;44;62;64;65;67;66;79;80;62;71;60;65;68;56;65;58;51;1;"Milieu__gauche"
"4003";"#215370";"M. Hofmann";26;183;70;67;825000;9000;63;39;49;49;67;69;34;35;67;64;31;38;38;30;61;58;59;66;65;63;68;44;85;78;62;41;72;65;61;37;37;62;68;69;1;"arriere_central"
"4004";"#215823";"D. Župarić";28;185;80;67;775000;3000;53;21;44;54;67;73;24;20;68;58;19;52;34;12;58;56;51;54;54;63;54;33;76;64;79;11;70;68;18;40;18;62;69;68;1;"arriere_central"
"4005";"#219635";"D. Oyarzún";27;185;78;67;800000;3000;60;46;54;55;68;73;56;44;72;64;36;55;55;27;61;58;54;65;55;49;44;66;72;77;73;33;69;67;48;38;34;48;72;57;0;"arriere_central"
"4006";"#224436";"S. Väisänen";26;190;75;67;825000;500;53;39;53;57;68;66;55;35;68;56;45;56;50;31;54;60;54;52;56;54;56;49;68;50;72;39;72;67;34;49;36;61;68;69;1;"arriere_central"
"4007";"#226179";"M. Sauer";26;177;70;67;800000;1000;73;38;58;66;63;65;68;40;49;63;30;65;48;30;54;63;78;68;74;58;76;30;64;75;59;39;66;62;57;50;42;53;65;66;1;"arriere_droit"
"4008";"#226506";"K. Mets";27;191;80;67;800000;3000;49;51;58;58;66;81;55;50;61;62;34;55;60;31;62;62;54;44;60;63;55;58;70;83;84;50;74;65;50;55;51;62;67;64;0;"arriere_central"
"4009";"#227547";"D. Saint-Louis";25;184;78;67;925000;3000;81;65;60;70;32;58;62;67;53;59;63;70;63;64;58;67;82;81;82;55;73;65;66;58;65;59;39;24;62;58;69;59;36;30;1;"Milieu__gauche"
"4010";"#228704";"S. van Wermeskerken";26;178;72;67;800000;4000;76;38;62;67;60;62;62;36;45;67;30;66;64;34;62;65;78;75;78;64;77;42;58;74;57;34;62;58;56;58;42;62;63;64;1;"arriere_droit"
"4011";"#231828";"F. Tingager";27;198;94;67;800000;5000;38;25;49;49;68;73;40;19;75;62;25;48;30;21;58;56;43;34;31;63;34;45;48;65;87;17;54;65;29;40;30;61;68;64;1;"arriere_central"
"4012";"#232377";"T. Sekine";25;167;61;67;925000;4000;77;60;62;68;31;54;67;62;38;64;44;65;35;39;65;62;81;73;91;61;87;64;73;75;41;55;54;29;67;62;45;56;31;26;1;"Milieu__gauche"
"4013";"#232426";"T. Koyamatsu";25;171;64;67;925000;2000;72;63;67;68;26;52;62;63;56;69;61;67;63;61;72;68;73;71;75;57;77;65;69;66;53;64;30;13;63;65;61;70;32;27;1;"Milieu__gauche"
"4014";"#232589";"K. Kozuka";25;174;68;67;950000;2000;75;59;67;68;42;59;64;62;52;68;47;67;62;67;66;69;73;77;70;66;72;60;61;71;62;57;38;25;70;70;46;60;48;43;1;"Ailier_gauche"
"4015";"#232691";"Kim Min Hyeok";28;187;73;67;775000;4000;77;27;33;44;68;75;23;19;64;41;26;36;28;22;30;54;79;76;44;55;52;48;59;63;81;22;81;62;28;34;32;49;70;70;1;"arriere_central"
"4016";"#233643";"S. Camara";27;189;84;67;800000;6000;63;39;51;52;65;77;51;38;72;63;32;45;35;35;61;59;59;67;57;64;49;62;81;70;87;23;62;61;30;29;37;58;62;64;0;"arriere_central"
"4017";"#235890";"M. Saadane";28;187;75;67;775000;9000;59;51;60;61;66;75;54;47;67;69;38;56;43;54;67;69;58;59;63;58;59;61;66;76;77;52;72;66;36;49;68;62;69;68;1;"arriere_central"
"4018";"#237754";"T. Inukai";27;182;77;67;800000;3000;58;23;35;41;68;74;27;16;65;41;20;29;23;28;42;45;60;56;67;66;58;36;79;72;77;22;70;66;23;32;32;54;72;70;1;"arriere_central"
"4019";"#237766";"S. Kaneko";25;163;58;67;925000;2000;80;61;63;70;38;52;68;60;38;67;54;67;67;72;65;65;85;75;90;58;93;64;81;80;32;62;61;26;64;46;61;53;51;47;1;"Milieu__droit"
"4020";"#243806";"O. Darfalou";26;184;80;67;925000;7000;71;67;45;65;36;72;40;69;64;52;65;65;52;38;38;66;68;74;64;65;62;67;81;72;75;62;63;26;67;44;68;67;34;28;1;"Attaquant"
"4021";"#251019";"T. Petrášek";28;199;99;67;775000;3000;66;45;37;43;65;81;31;42;75;46;25;37;31;24;42;43;58;73;52;60;59;70;76;71;94;37;61;62;24;29;40;68;66;62;1;"arriere_central"
"4022";"#186950";"F. Daprelà";29;183;76;67;725000;3000;74;56;61;64;65;79;65;55;63;63;46;61;53;40;61;65;72;76;72;65;65;60;80;86;79;59;68;61;59;59;48;67;64;65;0;"arriere_central"
"4023";"#190572";"L. De Bock";27;179;75;67;750000;5000;67;47;62;62;63;72;68;36;62;61;37;62;72;70;57;60;65;69;67;60;70;69;73;74;70;43;74;63;58;59;63;60;67;65;0;"arriere_gauche"
"4024";"#198538";"B. Paulsen";28;191;85;67;750000;3000;62;58;55;56;65;81;54;56;71;58;59;53;58;52;58;57;63;61;61;60;56;59;70;72;86;62;80;60;63;49;58;56;66;64;1;"arriere_central"
"4025";"#198702";"K. Barmen";26;190;76;67;875000;2000;62;65;64;66;64;77;58;64;70;68;61;66;65;63;62;68;66;58;60;67;64;69;89;77;79;65;68;65;69;64;60;71;64;60;1;"Milieu__gauche"
"4026";"#201081";"B. Kopacz";28;188;85;67;750000;4000;66;33;52;50;66;76;60;25;71;63;24;42;26;23;44;58;65;67;54;59;66;48;74;68;86;29;63;65;41;42;54;58;66;64;1;"arriere_central"
"4027";"#201401";"Campabadal";27;176;76;67;750000;3000;71;49;53;66;65;67;61;35;57;59;27;66;51;45;52;65;70;71;71;63;69;70;72;67;67;71;68;66;22;37;48;58;67;69;1;"arriere_droit"
"4028";"#202123";"C. Aneke";26;191;83;67;900000;4000;60;65;63;66;52;76;58;65;68;66;59;68;58;59;61;68;56;63;55;60;61;69;84;59;89;65;64;53;66;66;60;70;54;51;1;"Attaquant"
"4029";"#202808";"Li Ke";27;171;70;67;850000;7000;73;63;66;67;67;69;65;63;58;67;52;64;62;65;66;66;75;71;76;71;76;66;70;83;64;64;66;65;64;65;55;66;71;66;1;"Milieu_central"
"4030";"#204331";"D. Prychynenko";28;189;78;67;750000;4000;54;48;55;48;66;79;49;42;65;62;45;43;42;54;57;55;52;55;45;61;52;74;57;75;82;39;82;65;38;52;43;57;66;61;1;"arriere_central"
"4031";"#205712";"Bruno Andrade";26;175;74;67;900000;7000;82;62;63;70;46;54;58;61;45;64;60;68;70;63;61;66;86;79;90;61;80;64;47;72;49;63;48;32;61;64;60;70;51;46;1;"Milieu__droit"
"4032";"#205961";"Alex Gorrín";26;184;78;67;800000;4000;58;45;63;66;66;61;45;39;58;69;34;66;47;69;68;68;55;61;58;58;80;51;57;59;59;48;68;70;55;67;62;56;68;63;1;"Milieu_central"
"4033";"#206035";"Eddy Silvestre";27;191;80;67;775000;3000;68;57;62;67;63;82;60;49;59;63;48;64;60;51;61;68;67;68;80;66;62;80;81;74;89;57;75;65;54;66;47;65;63;62;1;"Milieu__gauche"
"4034";"#206522";"Satrústegui";29;187;81;67;725000;3000;71;46;60;55;66;68;61;48;56;73;26;52;56;44;48;59;68;74;56;59;56;65;82;58;71;32;70;65;42;48;36;47;65;71;0;"arriere_central"
"4035";"#207943";"Ewerton";27;181;73;67;850000;5000;55;60;65;67;69;70;59;53;58;69;56;67;66;56;64;68;57;54;63;68;66;72;83;75;66;66;70;71;61;65;57;72;72;65;1;"Milieu__droit"
"4036";"#208989";"F. Ladapo";27;183;79;67;900000;15000;81;65;45;65;25;71;35;69;63;53;59;64;45;31;43;65;79;82;71;63;64;66;67;71;76;59;57;18;66;45;62;65;21;20;1;"Attaquant"
"4037";"#210046";"K. Sadlier";25;182;66;67;900000;14000;74;67;63;68;38;66;62;64;54;63;67;69;66;68;59;66;73;75;73;55;66;70;67;74;65;72;58;44;63;65;67;62;36;34;1;"Milieu__gauche"
"4038";"#210646";"A. Rømer";26;186;74;67;800000;5000;65;47;62;64;64;77;60;40;60;66;57;62;58;43;61;66;66;64;69;60;63;67;67;88;73;40;75;62;63;62;31;66;67;65;1;"Milieu__gauche"
"4039";"#212249";"S. Kerk";26;184;76;67;900000;5000;66;66;70;67;34;55;79;58;48;65;64;66;78;76;66;69;62;70;66;63;68;81;60;55;61;72;40;31;65;69;66;56;27;32;0;"Milieu_central"
"4040";"#212439";"Lim Chai Min";29;188;82;67;725000;3000;74;26;39;42;67;76;22;20;69;54;30;32;24;23;46;50;68;79;51;64;49;40;50;69;82;23;75;68;30;34;33;57;68;64;1;"arriere_central"
"4041";"#212790";"J. Thiaré";27;180;68;67;900000;4000;81;65;54;69;22;63;52;67;57;62;61;67;49;30;50;69;79;82;82;64;76;67;75;72;66;59;39;12;69;54;67;62;20;18;1;"Attaquant"
"4042";"#212938";"B. Moe";28;184;80;67;750000;2000;68;43;51;54;66;73;40;34;62;66;34;49;36;31;56;57;65;71;56;66;60;63;72;71;76;48;68;68;37;43;38;66;65;64;1;"arriere_central"
"4043";"#215279";"T. Albutat";27;182;80;67;775000;3000;65;48;60;58;65;75;49;42;60;66;38;56;44;45;66;58;64;66;64;66;66;60;67;81;75;52;69;67;55;63;48;63;67;64;1;"Milieu__gauche"
"4044";"#220491";"E. Gyasi";26;181;70;67;900000;14000;77;60;61;73;20;65;64;60;49;67;50;73;59;39;49;73;80;75;75;59;76;63;58;69;69;58;51;17;57;61;61;62;11;11;1;"Ailier_gauche"
"4045";"#220922";"H. Friðjónsson";27;195;85;67;900000;2000;65;66;48;61;33;74;37;67;72;53;61;62;56;39;39;64;61;68;54;63;54;70;62;71;85;63;53;39;68;55;62;68;21;16;0;"Attaquant"
"4046";"#223369";"M. Ballmert";26;173;68;67;775000;1000;71;38;52;62;64;69;52;40;50;63;30;54;31;28;59;64;75;67;79;66;83;41;91;90;59;35;63;64;32;39;39;56;62;64;1;"arriere_droit"
"4047";"#235471";"B. Nowak";26;180;73;67;900000;2000;69;67;64;66;41;60;58;68;44;68;54;68;56;46;64;64;72;67;69;63;63;68;51;58;67;65;48;47;66;67;67;64;42;38;1;"Milieu__gauche"
"4048";"#235950";"F. Barceló";27;180;78;67;900000;500;74;65;46;65;27;68;39;70;76;56;51;59;44;38;35;68;70;77;79;66;76;66;88;77;74;58;35;19;65;45;62;52;21;22;1;"Attaquant"
"4049";"#242372";"K. Ramírez";26;180;73;67;900000;4000;80;54;61;69;32;52;58;56;42;64;42;70;42;35;59;67;79;81;75;64;67;62;68;67;48;43;40;33;58;69;47;65;31;34;0;"Milieu__gauche"
"4050";"#244040";"P. Schmidt";26;185;83;67;900000;9000;66;67;42;60;27;70;39;70;70;52;62;55;35;27;29;63;64;68;68;64;64;73;82;79;78;56;37;22;69;42;58;62;25;19;1;"Attaquant"
"4051";"#248111";"A. Artean";26;186;81;67;800000;4000;62;59;54;53;67;78;38;47;64;67;44;43;37;52;61;60;59;65;65;67;79;76;81;76;81;68;71;68;61;49;69;70;70;67;1;"Milieu_central"
"4052";"#144050";"A. Bunjaku";36;180;77;67;275000;2000;60;68;56;69;37;65;50;71;64;62;63;70;61;59;44;68;66;55;68;67;77;70;74;55;72;60;57;39;70;60;66;66;26;22;1;"Attaquant"
"4053";"#155671";"L. Trałka";36;186;77;67;160000;1000;43;55;59;57;66;78;52;52;64;67;42;55;54;51;63;59;45;42;53;63;61;67;76;73;80;52;80;67;59;54;56;66;68;66;1;"Milieu__gauche"
"4054";"#156164";"M. Cranie";33;183;78;67;350000;5000;52;42;58;60;68;69;65;38;68;64;27;57;37;39;53;63;49;54;61;60;63;65;70;69;71;33;66;66;51;52;30;64;68;67;1;"arriere_droit"
"4055";"#158309";"Gao Lin";34;185;75;67;400000;6000;66;66;66;64;51;76;65;61;71;67;59;65;58;60;63;63;67;66;59;63;74;74;77;69;82;67;67;48;69;69;72;65;52;51;1;"Attaquant"
"4056";"#158902";"D. Fox";34;183;78;67;275000;2000;38;48;63;62;67;66;66;33;61;62;42;59;65;63;63;66;42;34;62;67;63;64;73;53;70;61;72;69;56;62;61;68;65;66;0;"arriere_central"
"4057";"#162900";"N. Kilkenny";34;173;67;67;375000;3000;47;49;69;67;60;73;62;41;36;72;55;65;67;70;68;67;47;47;69;66;76;59;76;70;69;49;87;66;63;70;53;72;64;60;1;"Milieu_central"
"4058";"#163303";"G. Whelan";36;180;80;67;160000;3000;40;59;66;63;67;65;64;55;64;69;59;62;65;66;68;66;32;46;58;65;63;64;55;53;68;59;73;66;60;62;64;74;68;66;1;"Milieu__gauche"
"4059";"#163652";"A. Scaramozzino";35;180;72;67;220000;1000;72;42;56;49;64;69;66;40;71;61;36;41;44;41;55;49;73;71;67;67;69;50;71;75;67;44;66;59;41;45;25;57;63;66;0;"arriere_gauche"
"4060";"#164610";"J. Larentowicz";36;185;79;67;160000;2000;39;60;60;59;67;70;42;54;66;68;48;59;52;70;68;61;40;39;54;62;60;80;68;57;75;60;74;68;50;58;65;68;65;65;1;"Milieu__gauche"
"4061";"#165190";"J. Ledley";33;183;73;67;375000;2000;54;62;64;62;67;70;64;60;67;68;53;59;65;53;64;67;56;52;52;67;69;66;87;55;78;65;66;69;65;60;65;73;67;64;0;"Milieu_central"
"4062";"#167841";"C. Maguire";31;170;68;67;675000;6000;72;68;65;68;40;71;65;65;57;63;65;66;67;72;65;67;70;74;80;66;71;73;79;70;67;68;82;41;65;65;75;63;35;27;1;"Ailier_droit"
"4063";"#169498";"J. Garner";32;178;74;67;600000;3000;64;68;54;65;47;77;49;67;76;58;69;62;49;43;57;64;66;63;74;66;76;69;91;75;71;66;92;36;71;56;69;68;49;38;1;"Attaquant"
"4064";"#173480";"A. Lienhart";34;183;78;67;275000;3000;64;50;64;64;65;70;68;45;58;66;43;66;66;62;61;64;63;65;51;62;65;63;66;68;72;52;66;67;58;58;42;64;65;63;1;"arriere_droit"
"4065";"#173518";"T. Clarke";32;180;77;67;500000;6000;51;30;38;39;68;76;40;21;67;42;35;26;25;21;41;44;50;51;60;62;67;55;86;65;78;27;80;68;29;34;16;56;70;64;1;"arriere_central"
"4066";"#173671";"K. McFadzean";33;185;85;67;350000;13000;42;37;45;45;66;76;20;35;65;58;28;43;22;41;52;49;39;45;33;60;47;51;67;64;82;33;80;69;20;47;36;48;66;63;1;"arriere_central"
"4067";"#173673";"S. Quinn";34;168;60;67;300000;4000;52;61;66;68;63;67;64;58;53;68;68;65;64;65;64;67;54;50;77;65;82;65;84;71;60;61;74;66;64;65;58;70;64;65;0;"Milieu_central"
"4068";"#175893";"P. Flo";31;184;81;67;550000;6000;68;55;66;62;62;66;70;51;66;65;55;61;65;59;65;63;66;70;65;64;60;58;67;70;65;58;63;62;60;68;59;66;63;62;0;"arriere_gauche"
"4069";"#176357";"J. Mousinho";34;186;79;67;275000;4000;47;54;58;60;66;78;52;48;65;62;55;57;46;54;60;63;48;46;58;63;67;62;64;76;81;55;74;63;60;60;61;61;68;63;1;"arriere_central"
"4070";"#178187";"C. Kum";34;182;82;67;275000;3000;54;40;56;57;66;72;65;30;66;58;32;58;34;32;62;56;56;53;44;61;65;66;73;66;72;38;81;71;35;48;44;69;62;64;1;"arriere_central"
"4071";"#178297";"Canella";32;180;70;67;475000;3000;69;49;62;64;63;74;66;44;53;63;48;61;70;58;64;65;67;70;70;68;71;59;81;73;75;49;72;66;49;55;57;67;61;60;0;"arriere_gauche"
"4072";"#179698";"L. Grimi";35;183;74;67;220000;4000;54;62;63;64;68;70;73;56;65;63;49;63;34;48;60;65;53;55;66;63;62;70;74;62;70;70;80;67;61;65;56;63;70;67;0;"arriere_gauche"
"4073";"#179822";"H. Jele";33;181;70;67;350000;500;66;55;63;68;71;60;60;49;70;62;63;68;63;43;77;75;68;65;63;55;50;64;63;73;55;60;54;64;60;61;46;66;75;74;1;"arriere_central"
"4074";"#180174";"B. Kopplin";31;184;80;67;550000;5000;76;51;58;65;63;70;60;49;61;58;47;64;60;59;56;64;74;77;68;65;67;66;58;80;74;46;52;60;56;57;36;65;65;64;1;"arriere_droit"
"4075";"#180287";"D. Damjanović";38;187;81;67;275000;3000;39;70;64;64;34;67;60;71;72;67;69;66;63;67;54;71;40;38;33;68;63;69;73;48;75;70;70;35;67;70;74;71;21;23;1;"Attaquant"
"4076";"#181558";"R. Armand";33;181;75;67;475000;2000;74;67;56;67;22;67;62;73;59;57;59;64;59;62;43;70;75;74;72;66;62;60;92;70;64;58;66;31;73;55;76;59;17;13;1;"Attaquant"
"4077";"#182209";"M. Beevers";30;193;80;67;625000;4000;50;41;43;41;67;77;31;43;73;52;38;33;21;57;38;55;49;50;34;62;34;53;69;74;85;27;65;67;26;45;45;61;67;68;0;"arriere_central"
"4078";"#182412";"Dai Lin";32;191;77;67;500000;6000;53;54;53;56;66;76;49;44;63;54;36;53;45;67;57;56;51;55;56;65;70;75;76;71;77;65;80;68;50;49;47;60;65;66;1;"arriere_central"
"4079";"#182464";"Zhao Mingjian";32;181;80;67;475000;5000;71;52;62;64;63;71;63;48;65;66;48;64;66;42;63;60;72;70;69;65;72;59;70;74;72;56;66;62;67;59;36;56;64;61;1;"arriere_droit"
"4080";"#183377";"J. Nation";30;188;86;67;625000;2000;61;33;50;51;65;75;32;26;61;66;33;44;32;20;61;55;54;67;62;66;56;50;74;64;82;33;73;65;43;42;25;68;66;62;1;"arriere_central"
"4081";"#183940";"V. Anita";31;168;66;67;575000;3000;67;51;64;69;62;63;55;48;50;71;40;67;52;55;68;71;69;65;74;66;78;62;67;72;58;48;62;66;57;65;43;75;64;61;1;"Milieu_central"
"4082";"#184290";"T. Pekhart";31;194;82;67;675000;5000;52;67;51;57;41;72;36;69;78;61;65;58;46;34;45;65;48;55;34;67;31;74;70;63;85;57;53;28;69;56;61;68;27;24;1;"Attaquant"
"4083";"#184433";"A. Nemec";34;192;90;67;400000;3000;53;69;46;65;30;74;42;70;76;52;61;64;50;43;40;71;54;52;57;63;59;77;69;64;86;62;57;34;63;42;66;72;16;13;0;"Attaquant"
"4084";"#184747";"C. Martin";31;185;79;67;675000;15000;37;71;58;62;42;70;43;73;71;64;70;61;67;61;41;71;35;39;47;67;52;75;71;47;82;64;70;47;69;73;72;67;40;34;1;"Attaquant"
"4085";"#184890";"C. Chávez";34;169;65;67;375000;500;68;63;69;68;44;63;69;59;62;70;59;65;71;66;68;70;57;77;69;60;85;66;59;71;61;70;59;57;64;68;59;64;32;25;1;"Milieu_central"
"4086";"#186449";"L. Kelly";30;187;88;67;625000;13000;50;52;63;59;64;74;59;43;53;66;53;59;59;59;68;63;47;52;54;62;41;64;67;77;74;55;71;66;55;61;62;62;67;64;1;"Milieu__gauche"
"4087";"#186503";"T. Breukers";32;178;76;67;475000;3000;63;47;57;60;67;72;58;40;61;56;53;59;58;50;55;58;64;63;65;64;65;58;70;82;68;49;68;67;54;59;45;67;68;66;1;"arriere_droit"
"4088";"#186562";"J. Magennis";29;188;92;67;750000;4000;78;63;55;61;54;84;62;63;71;55;48;63;42;34;58;60;77;79;60;62;53;74;80;79;91;57;74;52;65;56;63;59;49;48;1;"Milieu__gauche"
"4089";"#186979";"I. Jiménez";30;176;79;67;600000;4000;59;53;65;68;65;67;68;45;58;62;43;68;65;58;64;68;60;58;64;68;72;60;70;62;68;59;69;69;67;69;61;70;64;68;1;"arriere_droit"
"4090";"#187113";"L. Gerson";30;187;76;67;600000;3000;55;52;68;62;64;74;70;41;63;70;49;61;70;65;68;62;57;53;67;64;55;73;61;81;74;54;70;66;55;65;65;67;65;60;1;"arriere_gauche"
"4091";"#187337";"G. Molins";31;186;83;67;675000;2000;53;69;64;68;44;77;63;69;56;66;67;69;65;60;56;68;55;52;65;67;62;72;33;66;87;68;76;43;66;68;64;70;46;37;1;"Attaquant"
"4092";"#187701";"G. Corral";29;172;76;67;625000;3000;67;55;63;64;64;64;67;48;61;66;37;63;70;55;64;65;67;67;66;66;68;63;61;64;68;64;57;65;51;51;62;61;65;67;1;"arriere_droit"
"4093";"#188131";"N. Rnić";35;179;73;67;230000;4000;40;39;52;49;69;59;57;24;63;60;29;37;46;32;53;59;41;40;62;59;71;63;78;33;65;50;74;69;39;41;46;68;69;64;1;"arriere_central"
"4094";"#188289";"E. Rivière";30;182;76;67;725000;5000;76;67;57;64;31;59;55;65;72;61;72;64;57;49;52;60;76;76;77;62;65;71;84;54;60;63;56;24;70;58;71;62;34;30;1;"Attaquant"
"4095";"#188587";"A. Luna";30;176;75;67;600000;4000;71;46;60;64;64;61;64;38;60;61;41;65;64;35;62;61;70;72;65;58;69;59;64;70;61;48;47;66;64;59;48;50;69;65;1;"arriere_droit"
"4096";"#188779";"L. DeVere";30;186;88;67;625000;2000;42;41;48;42;65;74;32;35;62;60;31;32;21;36;51;55;36;47;45;59;45;56;77;44;93;44;65;63;35;52;47;66;68;64;1;"arriere_central"
"4097";"#188856";"C. Klem";29;172;64;67;625000;3000;77;45;62;65;61;54;65;40;39;63;41;60;63;56;60;62;79;76;85;63;87;53;66;82;35;46;65;64;56;60;45;62;63;61;0;"arriere_gauche"
"4098";"#189143";"S. Eriksson";31;184;75;67;575000;2000;60;51;66;63;62;70;65;42;50;67;54;61;70;58;66;66;62;59;64;67;61;55;40;66;68;61;85;65;65;68;58;68;64;60;0;"arriere_gauche"
"4099";"#189383";"M. Albæk";30;182;77;67;625000;5000;54;63;68;65;62;68;68;60;51;67;61;63;69;63;70;67;53;54;66;68;69;69;56;70;68;67;70;68;61;67;57;71;61;57;0;"Milieu__gauche"
"4100";"#189717";"R. Ghoochannejhad";32;180;76;67;600000;4000;66;66;60;69;43;59;54;67;64;65;67;68;58;54;53;69;65;67;70;71;71;65;65;60;64;64;46;30;68;65;71;67;32;28;0;"Attaquant"
"4101";"#189885";"C. Noone";32;177;69;67;600000;5000;76;59;62;71;46;57;70;57;52;57;49;70;66;62;63;70;81;72;80;62;82;58;64;53;60;65;53;52;61;61;55;52;52;48;0;"Ailier_droit"
"4102";"#190090";"S. Gentsoglou";29;185;78;67;650000;7000;61;45;63;63;66;76;62;35;64;65;55;60;52;58;64;66;63;60;67;60;68;59;80;82;76;45;66;65;64;63;56;55;69;64;1;"Milieu_central"
"4103";"#190122";"P. Coutts";31;183;75;67;650000;4000;52;62;67;66;63;71;63;59;51;69;52;65;62;59;69;68;53;51;65;66;69;67;58;71;73;68;71;64;57;68;65;72;64;59;1;"Milieu_central"
"4104";"#190424";"E. Adu";29;178;67;67;725000;3000;51;41;66;69;63;59;56;31;35;70;31;64;67;55;71;71;59;45;85;69;83;52;67;77;58;49;36;67;53;67;56;73;68;63;1;"Milieu_central"
"4105";"#190583";"M. Smith";28;194;86;67;800000;16000;64;64;53;60;30;77;57;66;73;61;55;60;30;29;35;66;62;66;50;65;46;69;66;75;83;55;65;28;67;59;63;58;23;24;1;"Attaquant"
"4106";"#190620";"D. Andrew";29;180;72;67;625000;4000;69;47;64;62;62;67;68;30;58;63;40;62;66;71;66;61;70;69;65;63;59;67;51;83;66;65;52;60;64;59;39;58;63;65;0;"arriere_gauche"
"4107";"#191673";"Kwon Soon Hyung";34;176;73;67;375000;2000;55;65;70;67;61;61;67;61;50;70;62;65;68;68;69;69;52;58;65;68;71;71;67;55;64;68;61;65;69;73;54;65;57;54;1;"Milieu__droit"
"4108";"#191980";"Yun Suk Young";30;182;74;67;600000;3000;76;59;61;66;65;71;58;59;64;62;56;65;55;56;60;63;79;73;75;64;68;65;74;73;71;56;67;64;63;65;54;66;66;61;0;"arriere_gauche"
"4109";"#192231";"J. Edwards";29;173;73;67;625000;5000;72;55;62;65;62;69;60;54;60;64;45;63;60;53;60;63;72;72;77;62;78;59;80;80;62;54;70;62;57;64;56;67;63;61;1;"arriere_droit"
"4110";"#192561";"L. Thy";28;184;78;67;800000;4000;72;67;62;66;46;72;63;70;62;69;66;64;65;59;46;67;70;74;69;69;67;70;72;80;67;61;73;50;64;62;61;62;41;42;1;"Attaquant"
"4111";"#192582";"C. Shields";29;186;78;67;650000;2000;38;55;60;58;64;79;52;56;58;66;38;55;45;53;61;63;35;41;50;63;66;58;66;86;78;55;74;65;55;61;56;65;64;63;1;"Milieu__droit"
"4112";"#192671";"M. Rondón";34;182;74;67;400000;6000;68;65;64;68;26;74;68;65;70;63;63;67;63;59;63;69;70;66;70;68;64;67;91;74;72;63;74;23;68;66;60;70;20;21;1;"Attaquant"
"4113";"#192695";"N. Thompson";29;172;80;67;625000;5000;68;38;54;62;67;81;56;36;58;59;34;59;37;33;54;58;69;67;74;63;90;43;90;78;82;41;79;67;38;51;30;64;68;66;1;"arriere_central"
"4114";"#193097";"S. Salger";30;184;76;67;625000;1000;69;39;60;60;67;70;63;32;64;65;34;58;50;42;66;61;68;69;67;64;65;54;75;64;74;38;68;68;49;49;39;67;70;63;0;"arriere_central"
"4115";"#193304";"L. Burliga";32;186;81;67;475000;2000;72;55;59;61;63;80;63;60;58;62;43;58;59;44;57;61;69;75;74;62;63;52;75;70;82;50;91;67;63;55;53;56;66;62;1;"arriere_droit"
"4116";"#193344";"P. Schürpf";30;190;85;67;725000;5000;71;69;64;61;61;72;65;69;69;65;54;60;62;60;63;64;73;70;56;65;59;77;60;72;78;62;60;58;67;65;72;67;59;56;0;"Ailier_gauche"
"4117";"#193426";"M. Beister";29;180;80;67;750000;4000;78;66;61;69;39;66;63;65;50;64;66;70;67;62;47;66;77;78;75;65;78;73;74;63;69;63;59;52;62;64;67;71;35;40;0;"Milieu__droit"
"4118";"#193535";"S. Prediger";33;184;85;67;375000;500;66;46;54;61;66;73;37;39;50;64;42;55;39;50;51;69;65;66;68;68;51;52;51;71;76;52;74;71;61;62;41;68;65;62;1;"Milieu__droit"
"4119";"#193632";"A. Novikovas";29;179;76;67;750000;5000;86;65;63;67;29;61;64;64;41;64;66;63;67;64;59;67;90;83;87;57;81;70;82;71;60;66;45;45;61;62;60;61;14;12;0;"Milieu__gauche"
"4120";"#193701";"J. Norwood";29;180;73;67;750000;6000;77;67;55;64;39;71;47;69;68;59;61;62;58;60;51;66;75;79;69;66;64;69;80;77;66;63;73;37;68;56;61;65;35;30;1;"Attaquant"
"4121";"#193728";"D. Wotherspoon";30;180;76;67;725000;3000;69;56;66;72;57;68;65;50;63;65;43;74;64;69;63;73;69;69;74;60;62;66;67;74;70;63;58;47;53;70;54;64;63;58;1;"Ailier_gauche"
"4122";"#193796";"Isma López";30;179;75;67;600000;3000;80;58;65;64;58;69;70;53;50;68;49;60;70;59;59;65;78;81;74;63;72;71;63;78;66;58;66;62;60;59;49;61;59;61;0;"arriere_gauche"
"4123";"#194014";"F. Guerrero";30;171;71;67;725000;500;84;58;59;69;51;54;51;64;37;64;55;67;49;53;63;68;87;82;90;58;66;48;78;77;53;53;24;46;62;59;59;55;64;59;0;"Ailier_droit"
